"Message ID";"Date";"Author";"Subject";"Type";"Category";"Start";"Stop";"Run no";"ConfigID";"Device";"Data Quality";"RegName";"RegVal";"Text"
265;Tue  05 Jul 2022 09:49:57 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"VoltageScan";"2022/07/05 11:44 CET";"2022/07/05 11:49 CET";"378";"20";"W14R12";;"PSUB/PWELL";"3";"VoltageScan with big collimator for high row 
eudaq_scan with W14R12 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220705_114440_eudaq_scan.h5 
mpx2_run378_220705114452.raw"
264;Tue  05 Jul 2022 09:44:18 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"VoltageScan";"2022/07/05 11:39 CET";"2022/07/05 11:44 CET";"377";"20";"W14R12";;"PSUB/PWELL";"2";"VoltageScan with big collimator for high row 
eudaq_scan with W14R12 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220705_113902_eudaq_scan.h5 
mpx2_run377_220705113914.raw"
263;Tue  05 Jul 2022 09:31:16 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/05 11:24 CET";"2022/07/05 11:31 CET";"376";"20";"W14R12";;"IDB";"110";"DAC scan with big collimator for high row 
eudaq_scan with W14R12 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220705_112459_eudaq_scan.h5 
mpx2_run376_220705112511.raw"
262;Tue  05 Jul 2022 09:24:38 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/05 11:18 CET";"2022/07/05 11:24 CET";"375";"20";"W14R12";;"IDB";"105";"DAC scan with big collimator for high row 
eudaq_scan with W14R12 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220705_111822_eudaq_scan.h5 
mpx2_run375_220705111834.raw"
261;Tue  05 Jul 2022 09:18:00 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/05 11:11 CET";"2022/07/05 11:17 CET";"374";"20";"W14R12";;"IDB";"100";"DAC scan with big collimator for high row 
eudaq_scan with W14R12 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220705_111144_eudaq_scan.h5 
mpx2_run374_220705111155.raw"
260;Tue  05 Jul 2022 09:11:22 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/05 11:05 CET";"2022/07/05 11:11 CET";"373";"20";"W14R12";;"IDB";"95";"DAC scan with big collimator for high row 
eudaq_scan with W14R12 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220705_110506_eudaq_scan.h5 
mpx2_run373_220705110518.raw"
259;Tue  05 Jul 2022 09:04:46 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/05 10:58 CET";"2022/07/05 11:04 CET";"372";"20";"W14R12";;"IDB";"90";"DAC scan with big collimator for high row 
eudaq_scan with W14R12 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220705_105829_eudaq_scan.h5 
mpx2_run372_220705105840.raw"
258;Tue  05 Jul 2022 08:58:08 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/05 10:51 CET";"2022/07/05 10:58 CET";"371";"20";"W14R12";;"VRESET";"180";"DAC scan with big collimator for high row 
eudaq_scan with W14R12 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220705_105150_eudaq_scan.h5 
mpx2_run371_220705105203.raw"
257;Tue  05 Jul 2022 08:51:29 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/05 10:45 CET";"2022/07/05 10:51 CET";"370";"20";"W14R12";;"VRESET";"160";"DAC scan with big collimator for high row 
eudaq_scan with W14R12 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220705_104511_eudaq_scan.h5 
mpx2_run370_220705104524.raw"
256;Tue  05 Jul 2022 08:44:50 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/05 10:38 CET";"2022/07/05 10:44 CET";"369";"20";"W14R12";;"VRESET";"140";"DAC scan with big collimator for high row 
eudaq_scan with W14R12 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220705_103832_eudaq_scan.h5 
mpx2_run369_220705103845.raw"
255;Tue  05 Jul 2022 08:38:09 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/05 10:31 CET";"2022/07/05 10:38 CET";"368";"20";"W14R12";;"VRESET";"120";"DAC scan with big collimator for high row 
eudaq_scan with W14R12 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220705_103151_eudaq_scan.h5 
mpx2_run368_220705103204.raw"
254;Tue  05 Jul 2022 08:31:29 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/05 10:25 CET";"2022/07/05 10:31 CET";"367";"20";"W14R12";;"VRESET";"100";"DAC scan with big collimator for high row 
eudaq_scan with W14R12 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220705_102512_eudaq_scan.h5 
mpx2_run367_220705102525.raw"
253;Tue  05 Jul 2022 08:24:51 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/05 10:18 CET";"2022/07/05 10:24 CET";"366";"20";"W14R12";;"VRESET";"80";"DAC scan with big collimator for high row 
eudaq_scan with W14R12 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220705_101828_eudaq_scan.h5 
mpx2_run366_220705101846.raw"
252;Tue  05 Jul 2022 08:05:48 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Beam";"2022/07/05 09:04 CET";"2022/07/05 10:05 CET";"365";"20";"W14R12";;;;"Statistics run for HR with big collimator 
eudaq_scan with W14R12 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220705_090419_eudaq_scan.h5 
mpx2_run365_220705090431.raw"
251;Tue  05 Jul 2022 07:06:33 +0000;"Benjamin Schwenker";"Config change: Big collimator";"ConfigID";"other";;;"365";"20";;;;;"High Row normal FE settings for measurement plan

Config ID: 20
Beam Energy:4
Collimator:12*18
Telescope Config File:geoid20.geo

telescope alignment inherited from geoid14

Geometry:
plane z
===============
MIM26 0 =0
MIM26 1 =3,5cm
MIM26 2 =7cm
TJMP2 3 =10,05cm
MIM26 4 =11,9cm
MIM26 5 =15,3cm
FEI4 6 = -
MIM26 7 =18,8cm

TJ Monopix2:
x =46.5
y =202
phi = -4.0006
type = Cz
thickness = 300um"
250;Tue  05 Jul 2022 06:54:17 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Beam";"2022/07/05 07:50 CET";"2022/07/05 08:54 CET";"364";"19";"W14R12";;;;"Statistics run for HR with small collimator 
eudaq_scan with W14R12 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220705_075050_eudaq_scan.h5 
mpx2_run364_220705075107.raw"
249;Mon  04 Jul 2022 23:15:00 +0000;"Benjamin Schwenker";"Config change";"ConfigID";"other";"05/07/2022 01:14";;"364";"19";;;;;"Low Row normal FE settings for measurement plan

Config ID: 19
Beam Energy:4
Collimator:5*5
Telescope Config File:geoid19.geo
telescope alignment inherited from geoid14

Geometry:
plane z
===============
MIM26 0 =0
MIM26 1 =3,5cm
MIM26 2 =7cm
TJMP2 3 =10,05cm
MIM26 4 =11,9cm
MIM26 5 =15,3cm
FEI4 6 = -
MIM26 7 =18,8cm

TJ Monopix2:
x =46.5
y =202
phi = -4.0006
type = Cz
thickness = 300um"
248;Mon  04 Jul 2022 23:07:42 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/05 01:01 CET";"2022/07/05 01:07 CET";"363";"18";"W14R12";;"ITHR";"84";"DAC scan with small collimator 
eudaq_scan with W14R12 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220705_010123_eudaq_scan.h5 
mpx2_run363_220705010137.raw"
247;Mon  04 Jul 2022 23:06:50 +0000;"Yannik Buch";"HV Scan results";"Analysis";"VoltageScan";;;"348-353";"16";"W14R12";;;;"Various quantities plotted in dependence of HV. Values are from Voltage Scans from runs 348-353. The last run seems a bit fishy with HV=10 (File is also smaller). Will talk to Maximilian tomorrow. "
246;Mon  04 Jul 2022 23:01:01 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/05 00:54 CET";"2022/07/05 01:01 CET";"362";"18";"W14R12";;"ITHR";"74";"DAC scan with small collimator 
eudaq_scan with W14R12 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220705_005445_eudaq_scan.h5 
mpx2_run362_220705005456.raw"
245;Mon  04 Jul 2022 22:54:22 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/05 00:48 CET";"2022/07/05 00:54 CET";"361";"18";"W14R12";;"ITHR";"64";"DAC scan with small collimator 
eudaq_scan with W14R12 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220705_004805_eudaq_scan.h5 
mpx2_run361_220705004817.raw"
244;Mon  04 Jul 2022 22:47:43 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/05 00:41 CET";"2022/07/05 00:47 CET";"360";"18";"W14R12";;"ITHR";"54";"DAC scan with small collimator 
eudaq_scan with W14R12 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220705_004126_eudaq_scan.h5 
mpx2_run360_220705004138.raw"
243;Mon  04 Jul 2022 22:41:05 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/05 00:34 CET";"2022/07/05 00:41 CET";"359";"18";"W14R12";;"ITHR";"44";"DAC scan with small collimator 
eudaq_scan with W14R12 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220705_003448_eudaq_scan.h5 
mpx2_run359_220705003501.raw"
242;Mon  04 Jul 2022 22:24:04 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/05 00:17 CET";"2022/07/05 00:24 CET";"357";"18";"W14R12";;"ITHR";"34";"DAC scan with small collimator 
eudaq_scan with W14R12 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220705_001746_eudaq_scan.h5 
mpx2_run357_220705001758.raw"
241;Mon  04 Jul 2022 22:17:26 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/05 00:11 CET";"2022/07/05 00:17 CET";"356";"18";"W14R12";;"ITHR";"24";"DAC scan with small collimator 
eudaq_scan with W14R12 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220705_001108_eudaq_scan.h5 
mpx2_run356_220705001120.raw"
240;Mon  04 Jul 2022 22:16:49 +0000;"Yannik Buch";"Efficiency of small colliamtor vs wide collimator";"General";"other";;;"354+355";;;;;;"After running 1h on the normal FE with the small and wide collimator to compare efficiencies we observed a difference of O(10%) in the efficiencies. Wide coll: 0.8996 Small coll: 0.9921.
On the basis of these findings we will continue measuring with the small collimator.
An assortment of plots is attached."
239;Mon  04 Jul 2022 22:01:08 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Beam";"2022/07/04 23:00 CET";"2022/07/05 00:01 CET";"355";"18";"W14R12";;;;"Statistics run for the normal frontend, small collimator 
eudaq_scan with W14R12 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220704_230041_eudaq_scan.h5 
mpx2_run355_220704230117.raw"
238;Mon  04 Jul 2022 20:56:57 +0000;"Benjamin Schwenker";"Config change";"ConfigID";;"04/07/2022 22:56";;"355";"18";;;;;"Low Row normal FE settings for measurement plan

Config ID: 18
Beam Energy:4
Collimator:5*5
Telescope Config File:geoid18.geo

Geometry:
plane z
===============
MIM26 0 =0
MIM26 1 =3,5cm
MIM26 2 =7cm
TJMP2 3 =10,05cm
MIM26 4 =11,9cm
MIM26 5 =15,3cm
FEI4 6 = -
MIM26 7 =18,8cm

TJ Monopix2:
x =46.5
y =210
phi = -4.0006
type = Cz
thickness = 300um"
237;Mon  04 Jul 2022 20:52:37 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Beam";"2022/07/04 21:51 CET";"2022/07/04 22:52 CET";"354";"17";"W14R12";;;;"""Statistics run for the normal frontend, large collimator""
eudaq_scan with W14R12 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220704_215134_eudaq_scan.h5 
mpx2_run354_220704215147.raw"
236;Mon  04 Jul 2022 20:14:23 +0000;"Benjamin Schwenker";"Config change";"ConfigID";;"04/07/2022 21:35";;"354";"17";;;;;"Low Row normal FE settings for measurement plan

Config ID: 17
Beam Energy:4
Collimator:12*18
Telescope Config File:geoid17.geo

Geometry:
plane z
===============
MIM26 0 =0
MIM26 1 =3,5cm
MIM26 2 =7cm
TJMP2 3 =10,05cm
MIM26 4 =11,9cm
MIM26 5 =15,3cm
FEI4 6 = -
MIM26 7 =18,8cm

TJ Monopix2:
x =46.5
y =210
phi = -4.0006
type = Cz
thickness = 300um"
235;Mon  04 Jul 2022 19:36:35 +0000;"Benjamin Schwenker";"S-curve scan";"TJ-Scan";"S-curve-Scan";"04/07/2022 21:34";;;"16";"W14R12";;;;"normal CASC FE

/home/bellevtx01/vtx/tj-monopix2-daq/tjmonopix2/scans/output_data/module_0/20220704_212834_threshold_scan_interpreted.h5

scan_configuration = {
    'start_column': 225,
    'stop_column': 230,
    'start_row': 0,
    'stop_row': 512,

    'n_injections': 100,
    'VCAL_HIGH': 150,
    'VCAL_LOW_start': 140,
    'VCAL_LOW_stop': 40,
    'VCAL_LOW_step': -1
}

register_overrides = {
    ""ITHR"": 64,
    ""IBIAS"": 50,
    ""ICASN"": 0,
    ""VCASP"": 93,
    ""VRESET"": 143,
    ""VCASC"": 228,
    ""IDB"": 100,
    'ITUNE': 53
}"
234;Mon  04 Jul 2022 19:07:56 +0000;"Benjamin Schwenker";"S-curve scan";"TJ-Scan";"S-curve-Scan";"04/07/2022 21:35";;;"16";"W14R12";;;;"Normal FE S-curve scan:
/home/bellevtx01/vtx/tj-monopix2-daq/tjmonopix2/scans/output_data/module_0/chip_0/20220704_213503_threshold_scan_interpreted.h5 "
233;Mon  04 Jul 2022 18:54:04 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"VoltageScan";"2022/07/04 20:33 CET";"2022/07/04 20:54 CET";"353";"16";"W14R12";;"HV";"10";"HV with VRESET of 100, low row, 12x18mm2 collimator 
eudaq_scan with W14R12 
Pixels: 448:512 --> Frontends: HV FE Casc, HV FE 
20220704_203348_eudaq_scan.h5 
mpx2_run353_220704203400.raw"
232;Mon  04 Jul 2022 17:05:27 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"VoltageScan";"2022/07/04 18:45 CET";"2022/07/04 19:05 CET";"352";"16";"W14R12";;"HV";"9";"HV with VRESET of 100, low row, 12x18mm2 collimator 
eudaq_scan with W14R12 
Pixels: 448:512 --> Frontends: HV FE Casc, HV FE 
20220704_184511_eudaq_scan.h5 
mpx2_run352_220704184522.raw"
231;Mon  04 Jul 2022 16:44:49 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"VoltageScan";"2022/07/04 18:24 CET";"2022/07/04 18:44 CET";"351";"16";"W14R12";;"HV";"8";"HV with VRESET of 100, low row, 12x18mm2 collimator 
eudaq_scan with W14R12 
Pixels: 448:512 --> Frontends: HV FE Casc, HV FE 
20220704_182433_eudaq_scan.h5 
mpx2_run351_220704182445.raw"
230;Mon  04 Jul 2022 16:24:12 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"VoltageScan";"2022/07/04 18:03 CET";"2022/07/04 18:24 CET";"350";"16";"W14R12";;"HV";"7";"HV with VRESET of 100, low row, 12x18mm2 collimator 
eudaq_scan with W14R12 
Pixels: 448:512 --> Frontends: HV FE Casc, HV FE 
20220704_180352_eudaq_scan.h5 
mpx2_run350_220704180406.raw"
229;Mon  04 Jul 2022 16:03:30 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"VoltageScan";"2022/07/04 17:43 CET";"2022/07/04 18:03 CET";"349";"16";"W14R12";;"HV";"6";"HV with VRESET of 100, low row, 12x18mm2 collimator 
eudaq_scan with W14R12 
Pixels: 448:512 --> Frontends: HV FE Casc, HV FE 
20220704_174314_eudaq_scan.h5 
mpx2_run349_220704174325.raw"
228;Mon  04 Jul 2022 15:31:47 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"VoltageScan";"2022/07/04 17:11 CET";"2022/07/04 17:31 CET";"348";"16";"W14R12";;"HV";"5";"HV with VRESET of 100, low row, 12x18mm2 collimator 
eudaq_scan with W14R12 
Pixels: 448:512 --> Frontends: HV FE Casc, HV FE 
20220704_171130_eudaq_scan.h5 
mpx2_run348_220704171142.raw"
227;Mon  04 Jul 2022 15:08:04 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Beam";"2022/07/04 16:06 CET";"2022/07/04 17:08 CET";"347";"16";"W14R12";;;;"Long run, HV with VRESET of 100, low row, 12x18mm2 collimator 
eudaq_scan with W14R12 
Pixels: 448:512 --> Frontends: HV FE Casc, HV FE 
20220704_160656_eudaq_scan.h5 
mpx2_run347_220704160739.raw"
226;Mon  04 Jul 2022 14:12:08 +0000;"Benjamin Schwenker";"Config change (Move to Low Row)";"ConfigID";"other";;;"347";"16";;;;;"Low Row HV settings for measurement plan pilot

Config ID: 16
Beam Energy:4
Collimator:12*18
Telescope Config File:geoid16.geo


telescope alignment inherited from geoid14


Geometry:
plane z
===============
MIM26 0 =0
MIM26 1 =3,5cm
MIM26 2 =7cm
TJMP2 3 =10,05cm
MIM26 4 =11,9cm
MIM26 5 =15,3cm
FEI4 6 = -
MIM26 7 =18,8cm

TJ Monopix2:
x =56.5
y =210
phi = -4.0006
type = Cz
thickness = 300um"
225;Mon  04 Jul 2022 13:54:11 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Noiserun";"2022/07/04 15:50 CET";"2022/07/04 15:54 CET";"346";"15";"W14R12";;;;"Noiserun HV FE 
eudaq_scan with W14R12 
Pixels: 448:512 --> Frontends: HV FE Casc, HV FE 
20220704_155001_eudaq_scan.h5 
mpx2_run346_220704155014.raw"
224;Mon  04 Jul 2022 13:44:14 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Beam";"2022/07/04 15:35 CET";"2022/07/04 15:44 CET";"345";"15";"W14R12";;;;"Long run, HV with VRESET of 100, high row, 12x18mm2 collimator 
eudaq_scan with W14R12 
Pixels: 448:512 --> Frontends: HV FE Casc, HV FE 
20220704_153554_eudaq_scan.h5 
mpx2_run345_220704153608.raw"
223;Mon  04 Jul 2022 13:35:03 +0000;"Bernhard Pilsl";"FIFO data format documentation";"General";"other";;;;;;;;;"The FIFO data format from the FPGA is implemented in the following way:

this is actual hit data of the different hit pixel

the smallest possible frame consists only of 1 Hit,
spread over 2 data words,
and looks like this:

H | SOF| D0 | D1
H | D2 | D3 | EOF

H .. Header: 5bit
dx .. different (pixel index, te, le) data: 9 bit
SOF .. Start of frame
EOF .. End of frame

There might be more than 1 hit per frame,
so the Dx might occur n times.
In this case the last (possibly) not full 32 bit word
 will be filled with an idle block

There might also be triggerwords everywhere in the FIFO (distinguishable by 5 bit header)


The full event building procedure can be found in the source-file attached (part of custom EUDAQ build, important function is ""Converting"" )"
222;Mon  04 Jul 2022 12:35:07 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/04 14:14 CET";"2022/07/04 14:35 CET";"343";"15";"W14R12";;"VRESET";"180";"Trial run: VRESET sweep 
eudaq_scan with W14R12 
Pixels: 448:512 --> Frontends: HV FE Casc, HV FE 
20220704_141450_eudaq_scan.h5 
mpx2_run343_220704141503.raw"
221;Mon  04 Jul 2022 12:14:27 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/04 13:54 CET";"2022/07/04 14:14 CET";"342";"15";"W14R12";;"VRESET";"160";"Trial run: VRESET sweep 
eudaq_scan with W14R12 
Pixels: 448:512 --> Frontends: HV FE Casc, HV FE 
20220704_135410_eudaq_scan.h5 
mpx2_run342_220704135423.raw"
220;Mon  04 Jul 2022 11:53:49 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/04 13:33 CET";"2022/07/04 13:53 CET";"341";"15";"W14R12";;"VRESET";"140";"Trial run: VRESET sweep 
eudaq_scan with W14R12 
Pixels: 448:512 --> Frontends: HV FE Casc, HV FE 
20220704_133332_eudaq_scan.h5 
mpx2_run341_220704133345.raw"
219;Mon  04 Jul 2022 11:33:09 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/04 13:12 CET";"2022/07/04 13:33 CET";"340";"15";"W14R12";;"VRESET";"120";"Trial run: VRESET sweep 
eudaq_scan with W14R12 
Pixels: 448:512 --> Frontends: HV FE Casc, HV FE 
20220704_131252_eudaq_scan.h5 
mpx2_run340_220704131304.raw"
218;Mon  04 Jul 2022 11:12:30 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/04 12:52 CET";"2022/07/04 13:12 CET";"339";"15";"W14R12";;"VRESET";"100";"Trial run: VRESET sweep 
eudaq_scan with W14R12 
Pixels: 448:512 --> Frontends: HV FE Casc, HV FE 
20220704_125210_eudaq_scan.h5 
mpx2_run339_220704125226.raw"
217;Mon  04 Jul 2022 10:38:43 +0000;"Marike Schwickardi";"Config change (install 1.2x1.8cm2 collimator) ";"ConfigID";"other";;;"338";"15";;;;;"High Row HV settings for measurement plan pilot, DUT Only

Config ID: 15
Beam Energy:4
Collimator:12*18
Telescope Config File:geoid15.geo

Geometry:
plane z
===============
MIM26 0 =0
MIM26 1 =3,5cm
MIM26 2 =7cm
TJMP2 3 =10,05cm
MIM26 4 =11,9cm
MIM26 5 =15,3cm
FEI4 6 = -
MIM26 7 =18,8cm

TJ Monopix2:
x =56.5
y =202
phi = -4.0006
type = Cz
thickness = 300um"
216;Mon  04 Jul 2022 10:33:42 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"VoltageScan";"2022/07/04 11:30 CET";"2022/07/04 12:33 CET";"337";"14";"W14R12";;;;"Run: Long run, high row, HV 
eudaq_scan with W14R12 
Pixels: 448:512 --> Frontends: HV FE Casc, HV FE 
20220704_113022_eudaq_scan.h5 
mpx2_run337_220704113033.raw"
215;Mon  04 Jul 2022 09:26:04 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Beam";"2022/07/04 11:23 CET";"2022/07/04 11:26 CET";"336";"14";"W14R12";;;;"Alignment run for the HV frontend 
eudaq_scan with W14R12 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220704_112342_eudaq_scan.h5 
mpx2_run336_220704112353.raw"
214;Mon  04 Jul 2022 09:08:37 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"VoltageScan";"2022/07/04 10:48 CET";"2022/07/04 11:08 CET";"335";"14";"W14R12";;"HV";"10";"Run: voltagescan, high row, HV 
eudaq_scan with W14R12 
Pixels: 448:512 --> Frontends: HV FE Casc, HV FE 
20220704_104821_eudaq_scan.h5 
mpx2_run335_220704104833.raw"
213;Mon  04 Jul 2022 08:48:00 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"VoltageScan";"2022/07/04 10:27 CET";"2022/07/04 10:47 CET";"334";"14";"W14R12";;"HV";"9";"Run: voltagescan, high row, HV 
eudaq_scan with W14R12 
Pixels: 448:512 --> Frontends: HV FE Casc, HV FE 
20220704_102743_eudaq_scan.h5 
mpx2_run334_220704102754.raw"
212;Mon  04 Jul 2022 08:27:25 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"VoltageScan";"2022/07/04 10:06 CET";"2022/07/04 10:26 CET";"333";"14";"W14R12";;"HV";"8";"Run: voltagescan, high row, HV 
eudaq_scan with W14R12 
Pixels: 448:512 --> Frontends: HV FE Casc, HV FE 
20220704_100607_eudaq_scan.h5 
mpx2_run333_220704100619.raw"
211;Mon  04 Jul 2022 08:05:47 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"VoltageScan";"2022/07/04 09:45 CET";"2022/07/04 10:05 CET";"332";"14";"W14R12";;"HV";"7";"Run: voltagescan, high row, HV 
eudaq_scan with W14R12 
Pixels: 448:512 --> Frontends: HV FE Casc, HV FE 
20220704_094530_eudaq_scan.h5 
mpx2_run332_220704094541.raw"
210;Mon  04 Jul 2022 07:45:09 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"VoltageScan";"2022/07/04 09:24 CET";"2022/07/04 09:45 CET";"331";"14";"W14R12";;"HV";"6";"Run: voltagescan, high row, HV 
eudaq_scan with W14R12 
Pixels: 448:512 --> Frontends: HV FE Casc, HV FE 
20220704_092452_eudaq_scan.h5 
mpx2_run331_220704092503.raw"
209;Mon  04 Jul 2022 07:24:29 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"VoltageScan";"2022/07/04 09:04 CET";"2022/07/04 09:24 CET";"330";"14";"W14R12";;"HV";"5";"Run: voltagescan, high row, HV 
eudaq_scan with W14R12 
Pixels: 448:512 --> Frontends: HV FE Casc, HV FE 
20220704_090404_eudaq_scan.h5 
mpx2_run330_220704090416.raw"
208;Mon  04 Jul 2022 07:24:29 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Beam";"2022/07/04 08:22 CET";"2022/07/04 08:37 CET";"326";"14";"W14R12";;;;"Run: alignment, high row, HV 
eudaq_scan with W14R12 
Pixels: 448:512 --> Frontends: HV FE Casc, HV FE 
20220704_082245_eudaq_scan.h5 
mpx2_run326_220704082257.raw"
207;Mon  04 Jul 2022 06:11:19 +0000;"Benjamin Schwenker";"Config change (DUT only, High Row)";"ConfigID";"other";;;"326";"14";;;;;"High Row HV settings for measurement plan pilot, DUT Only

Config ID: 14
Beam Energy:4
Collimator:5*5
Telescope Config File:geoid14.geo

Geometry:
plane z
===============
MIM26 0 =0
MIM26 1 =3,5cm
MIM26 2 =7cm
TJMP2 3 =10,05cm
MIM26 4 =11,9cm
MIM26 5 =15,3cm
FEI4 6 = -
MIM26 7 =18,8cm

TJ Monopix2:
x =56.5
y =202
phi = -4.0006
type = Cz
thickness = 300um"
206;Mon  04 Jul 2022 05:54:22 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Beam";"2022/07/03 23:24 CET";"2022/07/04 07:54 CET";"325";"13";"W14R12";;;;"Pilot run (for measurement Plan): overnight HV run 
eudaq_scan with W14R12 
Pixels: 448:512 --> Frontends: HV FE Casc, HV FE 
20220703_232403_eudaq_scan.h5 
mpx2_run325_220703232415.raw"
205;Sun  03 Jul 2022 20:18:29 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"VoltageScan";"2022/07/03 21:58 CET";"2022/07/03 22:18 CET";"324";"13";"W14R12";;;;"Pilot run (for measurement Plan): long (20 min) HV scan 
eudaq_scan with W14R12 
Pixels: 448:512 --> Frontends: HV FE Casc, HV FE 
20220703_215804_eudaq_scan.h5 
mpx2_run324_220703215816.raw"
204;Sun  03 Jul 2022 19:57:51 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"VoltageScan";"2022/07/03 21:37 CET";"2022/07/03 21:57 CET";"323";"13";"W14R12";;;;"Pilot run (for measurement Plan): long (20 min) HV scan 
eudaq_scan with W14R12 
Pixels: 448:512 --> Frontends: HV FE Casc, HV FE 
20220703_213726_eudaq_scan.h5 
mpx2_run323_220703213738.raw"
